ID_Location,Name,Species,Year,Animals Sighted,Groups Sighted,Transect Length (km),Num per 100km,,,,,,
41,George Mukoya,Bat-eared Fox,2022,,,221,,,,,,,
41,George Mukoya,Bat-eared Fox,2023,,,241,,,,,,,
41,George Mukoya,Bat-eared Fox,2024,,,241,,,,,,,
41,George Mukoya,Burchell's Zebra,2013,,,228,,,,,,,
41,George Mukoya,Burchell's Zebra,2014,,,255,,,,,,,
41,George Mukoya,Burchell's Zebra,2015,,,239,,,,,,,
41,George Mukoya,Burchell's Zebra,2016,,,252,,,,,,,
41,George Mukoya,Burchell's Zebra,2017,,,252,,,,,,,
41,George Mukoya,Burchell's Zebra,2018,,,237,,,,,,,
41,George Mukoya,Burchell's Zebra,2019,,,255,,,,,,,
41,George Mukoya,Burchell's Zebra,2020,,,254,,,,,,,
41,George Mukoya,Burchell's Zebra,2021,,,242,,,,,,,
41,George Mukoya,Burchell's Zebra,2022,,,221,,,,,,,
41,George Mukoya,Burchell's Zebra,2023,,,241,,,,,,,
41,George Mukoya,Burchell's Zebra,2024,,,241,,,,,,,
41,George Mukoya,Bushpig,2013,,,228,,,,,,,
41,George Mukoya,Bushpig,2014,,,255,,,,,,,
41,George Mukoya,Bushpig,2015,,,239,,,,,,,
41,George Mukoya,Bushpig,2016,,,252,,,,,,,
41,George Mukoya,Bushpig,2017,,,252,,,,,,,
41,George Mukoya,Bushpig,2018,,,237,,,,,,,
41,George Mukoya,Bushpig,2019,,,255,,,,,,,
41,George Mukoya,Bushpig,2020,,,254,,,,,,,
41,George Mukoya,Bushpig,2021,,,242,,,,,,,
41,George Mukoya,Bushpig,2022,,,221,,,,,,,
41,George Mukoya,Bushpig,2023,2,1,241,0.8,,,,,,
41,George Mukoya,Bushpig,2024,,,241,,,,,,,
41,George Mukoya,Caracal,2013,,,228,,,,,,,
41,George Mukoya,Caracal,2014,,,255,,,,,,,
41,George Mukoya,Caracal,2015,,,239,,,,,,,
41,George Mukoya,Caracal,2016,,,252,,,,,,,
41,George Mukoya,Caracal,2017,,,252,,,,,,,
41,George Mukoya,Caracal,2018,,,237,,,,,,,
41,George Mukoya,Caracal,2019,,,255,,,,,,,
41,George Mukoya,Caracal,2020,,,254,,,,,,,
41,George Mukoya,Caracal,2021,,,242,,,,,,,
41,George Mukoya,Caracal,2022,1,1,221,0.5,,,,,,
41,George Mukoya,Caracal,2023,,,241,,,,,,,
41,George Mukoya,Caracal,2024,,,241,,,,,,,
41,George Mukoya,Cheetah,2013,,,228,,,,,,,
41,George Mukoya,Cheetah,2014,,,255,,,,,,,
41,George Mukoya,Cheetah,2015,,,239,,,,,,,
41,George Mukoya,Cheetah,2016,,,252,,,,,,,
41,George Mukoya,Cheetah,2017,,,252,,,,,,,
41,George Mukoya,Cheetah,2018,,,237,,,,,,,
41,George Mukoya,Cheetah,2019,,,255,,,,,,,
41,George Mukoya,Cheetah,2020,,,254,,,,,,,
41,George Mukoya,Cheetah,2021,,,242,,,,,,,
41,George Mukoya,Cheetah,2022,,,221,,,,,,,
41,George Mukoya,Cheetah,2023,,,241,,,,,,,
41,George Mukoya,Cheetah,2024,,,241,,,,,,,
41,George Mukoya,Duiker,2013,18,17,228,7.9,,,,,,
41,George Mukoya,Duiker,2014,29,25,255,11.4,,,,,,
41,George Mukoya,Duiker,2015,36,33,239,15,,,,,,
41,George Mukoya,Duiker,2016,28,26,252,11.1,,,,,,
41,George Mukoya,Duiker,2017,38,32,252,15.1,,,,,,
41,George Mukoya,Duiker,2018,31,27,237,13.1,,,,,,
41,George Mukoya,Duiker,2019,34,29,255,13.4,,,,,,
41,George Mukoya,Duiker,2020,29,25,254,11.4,,,,,,
41,George Mukoya,Duiker,2021,35,34,242,14.5,,,,,,
41,George Mukoya,Duiker,2022,31,27,221,14,,,,,,
41,George Mukoya,Duiker,2023,39,35,241,16.2,,,,,,
41,George Mukoya,Duiker,2024,28,24,241,11.6,,,,,,
41,George Mukoya,Eland,2013,17,5,228,7.4,,,,,,
41,George Mukoya,Eland,2014,31,7,255,12.2,,,,,,
41,George Mukoya,Eland,2015,23,4,239,9.6,,,,,,
41,George Mukoya,Eland,2016,33,11,252,13.1,,,,,,
41,George Mukoya,Eland,2017,29,7,252,11.5,,,,,,
41,George Mukoya,Eland,2018,50,13,237,21.1,,,,,,
41,George Mukoya,Eland,2019,27,6,255,10.6,,,,,,
41,George Mukoya,Eland,2020,8,2,254,3.1,,,,,,
41,George Mukoya,Eland,2021,48,9,242,19.8,,,,,,
41,George Mukoya,Eland,2022,69,10,221,31.2,,,,,,
41,George Mukoya,Eland,2023,49,7,241,20.3,,,,,,
41,George Mukoya,Eland,2024,51,7,241,21.1,,,,,,
41,George Mukoya,Elephant,2013,11,4,228,4.8,,,,,,
41,George Mukoya,Elephant,2014,,,255,,,,,,,
41,George Mukoya,Elephant,2015,97,8,239,40.5,,,,,,
41,George Mukoya,Elephant,2016,133,11,252,52.8,,,,,,
41,George Mukoya,Elephant,2017,4,1,252,1.6,,,,,,
41,George Mukoya,Elephant,2018,11,4,237,4.6,,,,,,
41,George Mukoya,Elephant,2019,22,7,255,8.6,,,,,,
41,George Mukoya,Elephant,2020,11,4,254,4.3,,,,,,
41,George Mukoya,Elephant,2021,,,242,,,,,,,
41,George Mukoya,Elephant,2022,54,9,221,24.4,,,,,,
41,George Mukoya,Elephant,2023,18,8,241,7.5,,,,,,
41,George Mukoya,Elephant,2024,34,6,241,14.1,,,,,,
41,George Mukoya,Gemsbok,2013,35,4,228,15.3,,,,,,
41,George Mukoya,Gemsbok,2014,30,13,255,11.8,,,,,,
41,George Mukoya,Gemsbok,2015,15,6,239,6.3,,,,,,
41,George Mukoya,Gemsbok,2016,34,14,252,13.5,,,,,,
41,George Mukoya,Gemsbok,2017,43,14,252,17.1,,,,,,
41,George Mukoya,Gemsbok,2018,56,7,237,23.7,,,,,,
41,George Mukoya,Gemsbok,2019,29,7,255,11.4,,,,,,
41,George Mukoya,Gemsbok,2020,39,11,254,15.3,,,,,,
41,George Mukoya,Gemsbok,2021,93,12,242,38.4,,,,,,
41,George Mukoya,Gemsbok,2022,112,15,221,50.7,,,,,,
41,George Mukoya,Gemsbok,2023,11,5,241,4.6,,,,,,
41,George Mukoya,Gemsbok,2024,36,4,241,14.9,,,,,,
41,George Mukoya,Giraffe,2013,40,8,228,17.5,,,,,,
41,George Mukoya,Giraffe,2014,34,11,255,13.4,,,,,,
41,George Mukoya,Giraffe,2015,84,21,239,35.1,,,,,,
41,George Mukoya,Giraffe,2016,19,5,252,7.5,,,,,,
41,George Mukoya,Giraffe,2017,94,28,252,37.4,,,,,,
41,George Mukoya,Giraffe,2018,120,19,237,50.7,,,,,,
41,George Mukoya,Giraffe,2019,72,16,255,28.3,,,,,,
41,George Mukoya,Giraffe,2020,60,14,254,23.6,,,,,,
41,George Mukoya,Giraffe,2021,142,31,242,58.7,,,,,,
41,George Mukoya,Giraffe,2022,97,23,221,43.9,,,,,,
41,George Mukoya,Giraffe,2023,27,8,241,11.2,,,,,,
41,George Mukoya,Giraffe,2024,126,21,241,52.2,,,,,,
41,George Mukoya,Ground Hornbill,2013,,,228,,,,,,,
41,George Mukoya,Ground Hornbill,2014,,,255,,,,,,,
41,George Mukoya,Ground Hornbill,2015,,,239,,,,,,,
41,George Mukoya,Ground Hornbill,2016,,,252,,,,,,,
41,George Mukoya,Ground Hornbill,2017,,,252,,,,,,,
41,George Mukoya,Ground Hornbill,2018,,,237,,,,,,,
41,George Mukoya,Ground Hornbill,2019,,,255,,,,,,,
41,George Mukoya,Ground Hornbill,2020,,,254,,,,,,,
41,George Mukoya,Ground Hornbill,2021,,,242,,,,,,,
41,George Mukoya,Ground Hornbill,2022,,,221,,,,,,,
41,George Mukoya,Ground Hornbill,2023,6,1,241,2.5,,,,,,
41,George Mukoya,Ground Hornbill,2024,,,241,,,,,,,
41,George Mukoya,Hartebeest,2013,,,228,,,,,,,
41,George Mukoya,Hartebeest,2014,,,255,,,,,,,
41,George Mukoya,Hartebeest,2015,,,239,,,,,,,
41,George Mukoya,Hartebeest,2016,,,252,,,,,,,
41,George Mukoya,Hartebeest,2017,,,252,,,,,,,
41,George Mukoya,Hartebeest,2018,,,237,,,,,,,
41,George Mukoya,Hartebeest,2019,,,255,,,,,,,
41,George Mukoya,Hartebeest,2020,,,254,,,,,,,
41,George Mukoya,Hartebeest,2021,,,242,,,,,,,
41,George Mukoya,Hartebeest,2022,,,221,,,,,,,
41,George Mukoya,Hartebeest,2023,,,241,,,,,,,
41,George Mukoya,Hartebeest,2024,,,241,,,,,,,
41,George Mukoya,Honey Badger,2013,,,228,,,,,,,
41,George Mukoya,Honey Badger,2014,,,255,,,,,,,
41,George Mukoya,Honey Badger,2015,,,239,,,,,,,
41,George Mukoya,Honey Badger,2016,,,252,,,,,,,
41,George Mukoya,Honey Badger,2017,,,252,,,,,,,
41,George Mukoya,Honey Badger,2018,,,237,,,,,,,
41,George Mukoya,Honey Badger,2019,,,255,,,,,,,
41,George Mukoya,Honey Badger,2020,,,254,,,,,,,
41,George Mukoya,Honey Badger,2021,,,242,,,,,,,
41,George Mukoya,Honey Badger,2022,,,221,,,,,,,
41,George Mukoya,Honey Badger,2023,,,241,,,,,,,
41,George Mukoya,Honey Badger,2024,,,241,,,,,,,
41,George Mukoya,Impala,2013,,,228,,,,,,,
41,George Mukoya,Impala,2014,,,255,,,,,,,
41,George Mukoya,Impala,2015,,,239,,,,,,,
41,George Mukoya,Impala,2016,,,252,,,,,,,
41,George Mukoya,Impala,2017,,,252,,,,,,,
41,George Mukoya,Impala,2018,,,237,,,,,,,
41,George Mukoya,Impala,2019,,,255,,,,,,,
41,George Mukoya,Impala,2020,7,1,254,2.8,,,,,,
41,George Mukoya,Impala,2021,,,242,,,,,,,
41,George Mukoya,Impala,2022,23,2,221,10.4,,,,,,
41,George Mukoya,Impala,2023,,,241,,,,,,,
41,George Mukoya,Impala,2024,,,241,,,,,,,
41,George Mukoya,"Jackal, Black-backed",2013,,,228,,,,,,,
41,George Mukoya,"Jackal, Black-backed",2014,,,255,,,,,,,
41,George Mukoya,"Jackal, Black-backed",2015,,,239,,,,,,,
41,George Mukoya,"Jackal, Black-backed",2016,,,252,,,,,,,
41,George Mukoya,"Jackal, Black-backed",2017,,,252,,,,,,,
41,George Mukoya,"Jackal, Black-backed",2018,,,237,,,,,,,
41,George Mukoya,"Jackal, Black-backed",2019,,,255,,,,,,,
41,George Mukoya,"Jackal, Black-backed",2020,,,254,,,,,,,
41,George Mukoya,"Jackal, Black-backed",2021,,,242,,,,,,,
41,George Mukoya,"Jackal, Black-backed",2022,,,221,,,,,,,
41,George Mukoya,"Jackal, Black-backed",2023,,,241,,,,,,,
41,George Mukoya,"Jackal, Black-backed",2024,,,241,,,,,,,
41,George Mukoya,Kori Bustard,2013,,,228,,,,,,,
41,George Mukoya,Kori Bustard,2014,,,255,,,,,,,
41,George Mukoya,Kori Bustard,2015,,,239,,,,,,,
41,George Mukoya,Kori Bustard,2016,,,252,,,,,,,
41,George Mukoya,Kori Bustard,2017,,,252,,,,,,,
41,George Mukoya,Kori Bustard,2018,,,237,,,,,,,
41,George Mukoya,Kori Bustard,2019,,,255,,,,,,,
41,George Mukoya,Kori Bustard,2020,,,254,,,,,,,
41,George Mukoya,Kori Bustard,2021,,,242,,,,,,,
41,George Mukoya,Kori Bustard,2022,,,221,,,,,,,
41,George Mukoya,Kori Bustard,2023,,,241,,,,,,,
41,George Mukoya,Kori Bustard,2024,,,241,,,,,,,
41,George Mukoya,Kudu,2013,2,1,228,0.9,,,,,,
41,George Mukoya,Kudu,2014,59,13,255,23.2,,,,,,
41,George Mukoya,Kudu,2015,31,6,239,13,,,,,,
41,George Mukoya,Kudu,2016,14,6,252,5.6,,,,,,
41,George Mukoya,Kudu,2017,47,10,252,18.7,,,,,,
41,George Mukoya,Kudu,2018,93,11,237,39.3,,,,,,
41,George Mukoya,Kudu,2019,17,7,255,6.7,,,,,,
41,George Mukoya,Kudu,2020,41,13,254,16.1,,,,,,
41,George Mukoya,Kudu,2021,131,16,242,54.1,,,,,,
41,George Mukoya,Kudu,2022,85,14,221,38.5,,,,,,
41,George Mukoya,Kudu,2023,18,6,241,7.5,,,,,,
41,George Mukoya,Kudu,2024,53,11,241,22,,,,,,
41,George Mukoya,Leopard,2013,,,228,,,,,,,
41,George Mukoya,Leopard,2014,,,255,,,,,,,
41,George Mukoya,Leopard,2015,,,239,,,,,,,
41,George Mukoya,Leopard,2016,,,252,,,,,,,
41,George Mukoya,Leopard,2017,2,1,252,0.8,,,,,,
41,George Mukoya,Leopard,2018,,,237,,,,,,,
41,George Mukoya,Leopard,2019,,,255,,,,,,,
41,George Mukoya,Leopard,2020,,,254,,,,,,,
41,George Mukoya,Leopard,2021,3,2,242,1.2,,,,,,
41,George Mukoya,Leopard,2022,,,221,,,,,,,
41,George Mukoya,Leopard,2023,,,241,,,,,,,
41,George Mukoya,Leopard,2024,,,241,,,,,,,
41,George Mukoya,Lion,2013,,,228,,,,,,,
41,George Mukoya,Lion,2014,,,255,,,,,,,
41,George Mukoya,Lion,2015,,,239,,,,,,,
41,George Mukoya,Lion,2016,,,252,,,,,,,
41,George Mukoya,Lion,2017,,,252,,,,,,,
41,George Mukoya,Lion,2018,,,237,,,,,,,
41,George Mukoya,Lion,2019,,,255,,,,,,,
41,George Mukoya,Lion,2020,,,254,,,,,,,
41,George Mukoya,Lion,2021,,,242,,,,,,,
41,George Mukoya,Lion,2022,,,221,,,,,,,
41,George Mukoya,Lion,2023,,,241,,,,,,,
41,George Mukoya,Lion,2024,,,241,,,,,,,
41,George Mukoya,Ostrich,2013,,,228,,,,,,,
41,George Mukoya,Ostrich,2014,6,1,255,2.4,,,,,,
41,George Mukoya,Ostrich,2015,5,2,239,2.1,,,,,,
41,George Mukoya,Ostrich,2016,3,2,252,1.2,,,,,,
41,George Mukoya,Ostrich,2017,,,252,,,,,,,
41,George Mukoya,Ostrich,2018,13,3,237,5.5,,,,,,
41,George Mukoya,Ostrich,2019,1,1,255,0.4,,,,,,
41,George Mukoya,Ostrich,2020,2,2,254,0.8,,,,,,
41,George Mukoya,Ostrich,2021,,,242,,,,,,,
41,George Mukoya,Ostrich,2022,,,221,,,,,,,
41,George Mukoya,Ostrich,2023,,,241,,,,,,,
41,George Mukoya,Ostrich,2024,3,2,241,1.2,,,,,,
41,George Mukoya,Porcupine,2013,,,228,,,,,,,
41,George Mukoya,Porcupine,2014,,,255,,,,,,,
41,George Mukoya,Porcupine,2015,,,239,,,,,,,
41,George Mukoya,Porcupine,2016,,,252,,,,,,,
41,George Mukoya,Porcupine,2017,,,252,,,,,,,
41,George Mukoya,Porcupine,2018,,,237,,,,,,,
41,George Mukoya,Porcupine,2019,2,1,255,0.8,,,,,,
41,George Mukoya,Porcupine,2020,,,254,,,,,,,
41,George Mukoya,Porcupine,2021,,,242,,,,,,,
41,George Mukoya,Porcupine,2022,,,221,,,,,,,
41,George Mukoya,Porcupine,2023,,,241,,,,,,,
41,George Mukoya,Porcupine,2024,,,241,,,,,,,
41,George Mukoya,Roan,2013,20,2,228,8.8,,,,,,
41,George Mukoya,Roan,2014,2,1,255,0.8,,,,,,
41,George Mukoya,Roan,2015,3,3,239,1.3,,,,,,
41,George Mukoya,Roan,2016,4,3,252,1.6,,,,,,
41,George Mukoya,Roan,2017,32,9,252,12.7,,,,,,
41,George Mukoya,Roan,2018,10,4,237,4.2,,,,,,
41,George Mukoya,Roan,2019,56,14,255,22,,,,,,
41,George Mukoya,Roan,2020,69,9,254,27.1,,,,,,
41,George Mukoya,Roan,2021,55,13,242,22.7,,,,,,
41,George Mukoya,Roan,2022,54,12,221,24.4,,,,,,
41,George Mukoya,Roan,2023,26,6,241,10.8,,,,,,
41,George Mukoya,Roan,2024,86,17,241,35.7,,,,,,
41,George Mukoya,Sable,2013,,,228,,,,,,,
41,George Mukoya,Sable,2014,,,255,,,,,,,
41,George Mukoya,Sable,2015,,,239,,,,,,,
41,George Mukoya,Sable,2016,,,252,,,,,,,
41,George Mukoya,Sable,2017,,,252,,,,,,,
41,George Mukoya,Sable,2018,,,237,,,,,,,
41,George Mukoya,Sable,2019,,,255,,,,,,,
41,George Mukoya,Sable,2020,,,254,,,,,,,
41,George Mukoya,Sable,2021,,,242,,,,,,,
41,George Mukoya,Sable,2022,,,221,,,,,,,
41,George Mukoya,Sable,2023,,,241,,,,,,,
41,George Mukoya,Sable,2024,,,241,,,,,,,
41,George Mukoya,Scrub hare,2013,,,228,,,,,,,
41,George Mukoya,Scrub hare,2014,,,255,,,,,,,
41,George Mukoya,Scrub hare,2015,,,239,,,,,,,
41,George Mukoya,Scrub hare,2016,,,252,,,,,,,
41,George Mukoya,Scrub hare,2017,,,252,,,,,,,
41,George Mukoya,Scrub hare,2018,,,237,,,,,,,
41,George Mukoya,Scrub hare,2019,,,255,,,,,,,
41,George Mukoya,Scrub hare,2020,,,254,,,,,,,
41,George Mukoya,Scrub hare,2021,,,242,,,,,,,
41,George Mukoya,Scrub hare,2022,,,221,,,,,,,
41,George Mukoya,Scrub hare,2023,1,1,241,0.4,,,,,,
41,George Mukoya,Scrub hare,2024,,,241,,,,,,,
41,George Mukoya,Spotted Hyaena,2013,,,228,,,,,,,
41,George Mukoya,Spotted Hyaena,2014,,,255,,,,,,,
41,George Mukoya,Spotted Hyaena,2015,1,1,239,0.4,,,,,,
41,George Mukoya,Spotted Hyaena,2016,1,1,252,0.4,,,,,,
41,George Mukoya,Spotted Hyaena,2017,,,252,,,,,,,
41,George Mukoya,Spotted Hyaena,2018,,,237,,,,,,,
41,George Mukoya,Spotted Hyaena,2019,,,255,,,,,,,
41,George Mukoya,Spotted Hyaena,2020,,,254,,,,,,,
41,George Mukoya,Spotted Hyaena,2021,,,242,,,,,,,
41,George Mukoya,Spotted Hyaena,2022,,,221,,,,,,,
41,George Mukoya,Spotted Hyaena,2023,,,241,,,,,,,
41,George Mukoya,Spotted Hyaena,2024,,,241,,,,,,,
41,George Mukoya,Springbok,2013,,,228,,,,,,,
41,George Mukoya,Springbok,2014,,,255,,,,,,,
41,George Mukoya,Springbok,2015,,,239,,,,,,,
41,George Mukoya,Springbok,2016,,,252,,,,,,,
41,George Mukoya,Springbok,2017,,,252,,,,,,,
41,George Mukoya,Springbok,2018,,,237,,,,,,,
41,George Mukoya,Springbok,2019,,,255,,,,,,,
41,George Mukoya,Springbok,2020,,,254,,,,,,,
41,George Mukoya,Springbok,2021,,,242,,,,,,,
41,George Mukoya,Springbok,2022,,,221,,,,,,,
41,George Mukoya,Springbok,2023,1,1,241,0.4,,,,,,
41,George Mukoya,Springbok,2024,,,241,,,,,,,
41,George Mukoya,Steenbok,2013,8,7,228,3.5,,,,,,
41,George Mukoya,Steenbok,2014,14,12,255,5.5,,,,,,
41,George Mukoya,Steenbok,2015,9,7,239,3.8,,,,,,
41,George Mukoya,Steenbok,2016,6,6,252,2.4,,,,,,
41,George Mukoya,Steenbok,2017,7,6,252,2.8,,,,,,
41,George Mukoya,Steenbok,2018,9,7,237,3.8,,,,,,
41,George Mukoya,Steenbok,2019,6,6,255,2.4,,,,,,
41,George Mukoya,Steenbok,2020,15,13,254,5.9,,,,,,
41,George Mukoya,Steenbok,2021,15,12,242,6.2,,,,,,
41,George Mukoya,Steenbok,2022,9,7,221,4.1,,,,,,
41,George Mukoya,Steenbok,2023,10,9,241,4.1,,,,,,
41,George Mukoya,Steenbok,2024,4,4,241,1.7,,,,,,
41,George Mukoya,Vervet Monkey,2013,2,1,228,0.9,,,,,,
41,George Mukoya,Vervet Monkey,2014,,,255,,,,,,,
41,George Mukoya,Vervet Monkey,2015,39,3,239,16.3,,,,,,
41,George Mukoya,Vervet Monkey,2016,1,1,252,0.4,,,,,,
41,George Mukoya,Vervet Monkey,2017,35,2,252,13.9,,,,,,
41,George Mukoya,Vervet Monkey,2018,20,1,237,8.5,,,,,,
41,George Mukoya,Vervet Monkey,2019,,,255,,,,,,,
41,George Mukoya,Vervet Monkey,2020,21,1,254,8.3,,,,,,
41,George Mukoya,Vervet Monkey,2021,,,242,,,,,,,
41,George Mukoya,Vervet Monkey,2022,6,2,221,2.7,,,,,,
41,George Mukoya,Vervet Monkey,2023,,,241,,,,,,,
41,George Mukoya,Vervet Monkey,2024,,,241,,,,,,,
41,George Mukoya,Warthog,2013,,,228,,,,,,,
41,George Mukoya,Warthog,2014,2,2,255,0.8,,,,,,
41,George Mukoya,Warthog,2015,25,6,239,10.4,,,,,,
41,George Mukoya,Warthog,2016,,,252,,,,,,,
41,George Mukoya,Warthog,2017,8,3,252,3.2,,,,,,
41,George Mukoya,Warthog,2018,9,3,237,3.8,,,,,,
41,George Mukoya,Warthog,2019,6,2,255,2.4,,,,,,
41,George Mukoya,Warthog,2020,10,4,254,3.9,,,,,,
41,George Mukoya,Warthog,2021,5,1,242,2.1,,,,,,
41,George Mukoya,Warthog,2022,1,1,221,0.5,,,,,,
41,George Mukoya,Warthog,2023,2,1,241,0.8,,,,,,
41,George Mukoya,Warthog,2024,,,241,,,,,,,
41,George Mukoya,Wild dog,2013,,,228,,,,,,,
41,George Mukoya,Wild dog,2014,,,255,,,,,,,
41,George Mukoya,Wild dog,2015,,,239,,,,,,,
41,George Mukoya,Wild dog,2016,,,252,,,,,,,
41,George Mukoya,Wild dog,2017,,,252,,,,,,,
41,George Mukoya,Wild dog,2018,,,237,,,,,,,
41,George Mukoya,Wild dog,2019,,,255,,,,,,,
41,George Mukoya,Wild dog,2020,,,254,,,,,,,
41,George Mukoya,Wild dog,2021,,,242,,,,,,,
41,George Mukoya,Wild dog,2022,,,221,,,,,,,
41,George Mukoya,Wild dog,2023,,,241,,,,,,,
41,George Mukoya,Wild dog,2024,4,1,241,1.7,,,,,,
41,George Mukoya,Wildebeest,2013,,,228,,,,,,,
41,George Mukoya,Wildebeest,2014,,,255,,,,,,,
41,George Mukoya,Wildebeest,2015,,,239,,,,,,,
41,George Mukoya,Wildebeest,2016,,,252,,,,,,,
41,George Mukoya,Wildebeest,2017,4,1,252,1.6,,,,,,
41,George Mukoya,Wildebeest,2018,25,1,237,10.6,,,,,,
41,George Mukoya,Wildebeest,2019,60,5,255,23.6,,,,,,
41,George Mukoya,Wildebeest,2020,23,3,254,9,,,,,,
41,George Mukoya,Wildebeest,2021,,,242,,,,,,,
41,George Mukoya,Wildebeest,2022,2,1,221,0.9,,,,,,
41,George Mukoya,Wildebeest,2023,40,1,241,16.6,,,,,,
41,George Mukoya,Wildebeest,2024,12,3,241,5,,,,,,